"Reference Number","Alternate Vendor Code","Vendor Name","Joint Payee","Post Date","Blank","Program Description","Loan No","Note Amount","Funding Clearing Account","Impounds Payable","MIP","Prepaid Interest","Appraisal Fee","Appraisal Review Fee","Appraisal Review Fee - APR","Lender Inspection Fee","Refund/Credit Appraisal","Reinspection Fee","Buydown Fee","EEM Repair Holdback","HUD Repair Holdback","Rural Housing Funding Fee","Loan Origination Fee","Loan Discount Fee","Loan level Price Adjustments","Credit Report Fee","Redraw Fee","Document Fee Lender","Funding Fee Lender","Processing Fee","Processing Fee Credit","Underwriting Fee","Refund Lock In Deposit","Flood Certification Fee","Tax Related Service Fee","Wire Transfer Fee Lender","Engineer's Cert","VOE/VOD","Rate Lock Extension Fee","CalStrs Audit Fee","CalStrs Loan Setup","NHF Extension Fee","MCC Application Fee","Lender Credit","Oregon Housing Cash Advance","Interest Rate Lock Fee Credit","Platinum Down Pmt Asst","FHA 30 Days Interest","Tolerance Cure Fee","Refund Credit Rpt","Homeowners Assc Cert Fee","Subordination Fee","Extra 1","Extra 2","HUD Repair Holdback Admin Fee","Appraisal Waiver Fee","Loan Discount - Bonafide"
"0","","","","06/04/2015","","","1051510127","184000.00","180163.04","1522.91","0.00","561.45","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.60","0.00","370.00","0.00","595.00","0.00","220.00","0.00","10.00","85.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1051510155","407483.00","394989.16","2738.53","7008.31","1130.35","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","41.65","0.00","570.00","0.00","595.00","0.00","450.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1051510183","635281.00","622557.90","4281.07","10926.21","2193.02","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","85.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5222.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1051510189","960000.00","956584.88","0.00","0.00","2929.32","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1051510192","498750.00","495181.96","0.00","0.00","1578.24","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.80","0.00","370.00","0.00","595.00","0.00","450.00","0.00","10.00","85.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1061510592","248062.00","239799.77","1524.60","3062.50","-25.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2480.62","0.00","0.00","0.00","0.00","390.00","0.00","495.00","0.00","275.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1061510627","166920.00","159552.46","921.98","2870.88","464.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1640.50","0.00","0.00","0.00","0.00","390.00","0.00","745.00","0.00","275.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5100.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1061510635","196377.00","189094.00","1447.60","3377.50","562.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1930.00","0.00","0.00","0.00","0.00","390.00","0.00","740.00","0.00","275.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1061510654","211105.00","204478.06","1309.32","3630.81","-23.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2074.75","0.00","0.00","0.00","0.00","390.00","0.00","495.00","0.00","275.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1584.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1061510709","5100.00","5100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1061510740","6000.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1111510094","196377.00","187361.09","1508.10","3377.50","-22.19","0.00","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","1930.00","0.00","0.00","27.50","0.00","0.00","0.00","1295.00","0.00","790.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1111510102","6873.00","6873.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1111510103","6000.00","6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1441510060","281801.00","272531.82","1724.77","4846.71","755.65","0.00","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","2769.55","0.00","0.00","38.30","0.00","225.00","0.00","1995.00","0.00","95.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3291.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1451510054","86734.00","82609.90","118.69","1734.68","256.64","25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","867.34","0.00","0.00","106.75","0.00","350.00","0.00","350.00","0.00","250.00","0.00","10.00","0.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1481510243","164000.00","158770.37","1372.32","0.00","-38.19","650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1640.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1481510305","261771.00","252358.79","1060.50","4502.21","-28.69","0.00","0.00","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","2572.69","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1481510354","255290.00","252157.83","2031.90","4390.75","-27.98","0.00","0.00","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5018.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1481510382","230743.00","224341.43","1329.66","3968.56","-52.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1481510490","110000.00","103667.27","2616.75","0.00","325.48","400.00","225.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1100.00","0.00","0.00","0.00","0.00","380.00","335.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1591510141","109479.00","103884.30","506.40","1882.95","-34.87","400.00","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","1075.97","0.00","0.00","125.75","0.00","100.00","0.00","795.00","0.00","558.00","0.00","10.50","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/01/2015","","","1591510282","98188.00","93373.46","461.04","1688.75","0.00","0.00","0.00","0.00","0.00","25.00","0.00","0.00","0.00","0.00","0.00","965.00","0.00","0.00","86.25","0.00","200.00","0.00","795.00","0.00","558.00","0.00","10.50","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/01/2015","","","1591510586","137464.00","131621.00","660.00","2364.25","0.00","0.00","0.00","0.00","0.00","25.00","100.00","0.00","0.00","0.00","0.00","1351.00","0.00","0.00","57.25","0.00","0.00","0.00","795.00","0.00","455.00","0.00","10.50","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1591510649","260200.00","250887.74","1684.38","4475.19","793.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","958.97","0.00","0.00","29.25","0.00","0.00","0.00","795.00","0.00","490.00","0.00","10.50","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1591510694","3345.00","3345.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/01/2015","","","1591510706","4200.00","4200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1591510728","348570.00","333628.47","3962.57","5995.06","999.15","0.00","0.00","0.00","0.00","75.00","0.00","0.00","0.00","0.00","0.00","3425.75","0.00","0.00","58.50","0.00","0.00","0.00","565.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1601510174","275012.00","266514.62","2050.86","3716.76","-93.24","400.00","0.00","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","78.00","0.00","545.00","505.00","595.00","0.00","550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1671510010","609600.00","602618.63","0.00","0.00","-62.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6096.00","0.00","0.00","0.00","0.00","0.00","0.00","948.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1681510010","186508.00","188384.49","899.46","3207.77","-68.98","400.00","0.00","0.00","0.00","0.00","95.00","0.00","0.00","0.00","0.00","2291.26","0.00","0.00","0.00","0.00","0.00","0.00","100.00","0.00","525.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9326.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/01/2015","","","1821510040","148000.00","145156.17","839.58","0.00","0.00","450.00","0.00","0.00","0.00","0.00","50.00","0.00","0.00","0.00","0.00","1480.00","0.00","0.00","38.25","0.00","300.00","0.00","1050.00","0.00","570.00","0.00","10.00","81.00","25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1821510048","225834.00","217612.20","1053.06","3884.13","-78.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3329.25","0.00","0.00","24.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1821510049","172975.00","165341.67","998.94","2975.00","-17.77","425.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1700.00","0.00","0.00","21.25","0.00","300.00","0.00","1050.00","0.00","570.00","0.00","10.00","81.00","25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","505.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","1921510073","270019.00","265180.22","1218.72","4644.06","-86.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","67.00","0.00","475.00","0.00","475.00","0.00","475.00","0.00","10.00","0.00","160.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/02/2015","","","1921510252","147283.00","141017.12","797.64","2533.13","-16.14","400.00","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","800.00","0.00","0.00","56.25","0.00","475.00","0.00","475.00","0.00","475.00","0.00","10.00","0.00","160.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","1921510320","220000.00","216694.69","1128.54","0.00","-51.23","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","132.50","0.00","475.00","0.00","475.00","0.00","475.00","0.00","10.50","0.00","160.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/01/2015","","","1921510360","399150.00","394765.00","0.00","0.00","0.00","475.00","0.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","1995.75","0.00","19.25","0.00","475.00","0.00","575.00","0.00","575.00","0.00","10.00","0.00","160.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","2501510058","310012.00","305968.55","1896.78","6524.99","-95.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3100.12","0.00","0.00","46.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7488.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","2541510052","304385.00","292096.01","1564.80","5235.13","-62.54","0.00","0.00","0.00","0.00","0.00","110.00","0.00","0.00","0.00","0.00","2991.50","0.00","0.00","57.10","0.00","350.00","375.00","825.00","0.00","700.00","0.00","10.00","78.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","2561510064","250272.00","238882.00","2055.12","4304.44","-69.42","0.00","0.00","0.00","0.00","25.00","125.00","0.00","0.00","0.00","0.00","2459.68","625.68","0.00","73.80","0.00","0.00","0.00","1775.00","0.00","0.00","0.00","10.00","80.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.50","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","2561510077","166742.00","159370.42","901.32","2867.81","-35.40","0.00","0.00","0.00","0.00","20.90","100.00","0.00","0.00","0.00","0.00","1638.75","0.00","0.00","29.10","0.00","0.00","0.00","1855.00","0.00","0.00","0.00","10.00","0.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/04/2015","","","3021510039","211105.00","202081.99","1311.35","3630.81","585.60","425.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2074.75","0.00","0.00","0.00","0.00","385.00","0.00","600.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","3051510084","193431.00","188364.91","894.18","3326.84","-47.70","425.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","0.00","250.00","660.00","0.00","995.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1450.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","3051510085","5910.00","5660.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","06/03/2015","","","3051510136","229761.00","226476.54","1231.98","3951.68","-62.95","375.00","0.00","0.00","0.00","0.00","125.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.25","0.00","0.00","250.00","660.00","0.00","995.00","0.00","14.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4269.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
