"Reference Number","Alternate Vendor Code","Vendor Name","Joint Payee","Post Date","Blank","Program Description","Loan No","Note Amount","Funding Clearing Account","Impounds Payable","MIP","Prepaid Interest","Appraisal Fee","Appraisal Review Fee","Appraisal Review Fee - APR","Lender Inspection Fee","Refund/Credit Appraisal","Reinspection Fee","Buydown Fee","EEM Repair Holdback","HUD Repair Holdback","Rural Housing Funding Fee","Loan Origination Fee","Loan Discount Fee","Loan level Price Adjustments","Credit Report Fee","Redraw Fee","Document Fee Lender","Funding Fee Lender","Processing Fee","Processing Fee Credit","Underwriting Fee","Refund Lock In Deposit","Flood Certification Fee","Tax Related Service Fee","Wire Transfer Fee Lender","Engineer's Cert","VOE/VOD","Rate Lock Extension Fee","CalStrs Audit Fee","CalStrs Loan Setup","NHF Extension Fee","MCC Application Fee","Lender Credit","Oregon Housing Cash Advance","Interest Rate Lock Fee Credit","Platinum Down Pmt Asst","FHA 30 Days Interest","Tolerance Cure Fee","Refund Credit Rpt","Homeowners Assc Cert Fee","Subordination Fee","Extra 1","Extra 2","HUD Repair Holdback Admin Fee","Appraisal Waiver Fee","Loan Discount - Bonafide"
"0","","","","02/19/2015","","","1061500014","258250.00","249128.45","1116.22","8250.00","265.33","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","390.00","0.00","595.00","0.00","225.00","0.00","10.00","0.00","135.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2315.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/12/2015","","","1061500015","117826.00","112840.26","671.03","2026.50","185.21","0.00","0.00","0.00","0.00","-25.00","0.00","0.00","0.00","0.00","0.00","1158.00","0.00","0.00","0.00","0.00","390.00","0.00","495.00","0.00","225.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/12/2015","","","1061500016","220924.00","211942.31","1415.61","3799.69","360.14","15.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2171.25","0.00","0.00","0.00","0.00","390.00","0.00","495.00","0.00","275.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/12/2015","","","1061500017","168625.00","164349.33","810.86","0.00","308.56","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","1686.25","0.00","0.00","0.00","0.00","590.00","0.00","495.00","0.00","225.00","0.00","10.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/24/2015","","","1061500022","3867.00","3867.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/17/2015","","","1381500002","203200.00","200496.54","838.36","0.00","250.52","345.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.08","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-345.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/24/2015","","","1381500003","670000.00","668213.12","3032.05","0.00","302.43","345.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.38","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3507.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1381500009","265311.00","267239.34","816.11","1553.74","87.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.08","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/19/2015","","","1381500013","389980.00","388177.12","1358.98","3059.58","400.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.16","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1381500015","272317.00","269380.04","1032.97","4683.60","86.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.16","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1381500017","367317.00","367124.92","1435.05","2980.53","161.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.98","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1381500019","232707.00","228227.21","809.56","4002.34","153.01","375.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","44.38","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1381500021","392589.00","394306.52","1207.33","2293.85","166.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.08","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/18/2015","","","1381500026","769000.00","768229.65","0.00","0.00","851.77","350.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58.08","0.00","0.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1585.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/24/2015","","","1381500032","634589.00","619730.83","2255.86","10914.31","315.12","375.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.38","0.00","0.00","0.00","500.00","0.00","450.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","03/05/2015","","","1381500034","200000.00","196547.70","1354.50","0.00","-77.78","550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.08","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/23/2015","","","1381500036","800000.00","797485.42","0.00","0.00","500.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.08","0.00","500.00","0.00","500.00","0.00","585.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/24/2015","","","1401400054","270000.00","267432.86","960.05","0.00","154.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.40","0.00","295.00","0.00","525.00","0.00","495.00","0.00","10.00","85.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/02/2015","","","1441400131","93279.00","93005.84","302.92","1604.31","-11.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","734.13","0.00","0.00","76.80","0.00","0.00","0.00","1995.00","0.00","225.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4664.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1441400142","213780.00","215224.24","1734.97","1967.80","84.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","77.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5320.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","03/05/2015","","","1441400150","111000.00","108275.86","687.90","0.00","-53.96","0.00","0.00","0.00","100.00","-25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","84.70","0.00","0.00","0.00","1695.00","0.00","225.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/27/2015","","","1441400163","132554.00","128650.85","860.86","2279.81","32.68","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","124.30","0.00","0.00","0.00","1695.00","0.00","225.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1425.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1441500001","236111.00","237706.27","1014.07","1537.56","93.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4288.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/27/2015","","","1441500004","170356.00","165837.58","996.31","2929.97","37.34","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","124.30","0.00","0.00","0.00","1695.00","0.00","225.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/27/2015","","","1441500006","5205.00","5205.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1441500007","182077.00","182484.83","782.51","1615.74","56.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2910.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/27/2015","","","1441500011","255290.00","247567.05","1014.10","4390.75","57.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.90","0.00","0.00","0.00","1900.00","0.00","320.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1441500015","178632.00","179980.43","665.25","1043.78","55.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3146.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/11/2015","","","1451400092","121250.00","116829.89","557.88","0.00","265.23","0.00","0.00","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","2425.00","0.00","0.00","32.00","0.00","450.00","0.00","300.00","0.00","250.00","0.00","10.00","0.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/11/2015","","","1451400093","9999.00","9999.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/17/2015","","","1451400094","137902.00","131513.77","585.19","2902.50","170.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1379.02","0.00","0.00","36.50","0.00","450.00","0.00","550.00","0.00","250.00","0.00","10.00","0.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/10/2015","","","1451400095","122735.00","117269.66","550.09","2110.94","255.56","0.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","1206.25","0.00","0.00","32.50","0.00","350.00","0.00","550.00","0.00","150.00","0.00","10.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/05/2015","","","1451500002","112000.00","108305.28","799.89","0.00","289.33","0.00","0.00","0.00","75.00","0.00","0.00","0.00","0.00","0.00","0.00","1120.00","0.00","0.00","60.50","0.00","450.00","0.00","500.00","0.00","250.00","0.00","10.00","85.00","55.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1481400474","420000.00","418519.79","1988.43","0.00","204.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2317.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/25/2015","","","1481400475","498000.00","496530.75","2522.83","0.00","255.92","60.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","0.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/04/2015","","","1481400505","262000.00","259661.94","700.35","0.00","-92.79","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-275.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","03/09/2015","","","1481400511","350000.00","353536.30","1657.83","0.00","922.40","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8122.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/09/2015","","","1481400530","121082.00","115482.77","472.43","2082.50","248.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1190.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/11/2015","","","1481400532","195000.00","195237.10","333.24","0.00","384.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-955.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/13/2015","","","1481400535","299653.00","286452.57","986.68","5153.75","509.00","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00","0.00","4417.50","0.00","0.00","0.00","0.00","380.00","275.00","795.00","0.00","395.00","0.00","10.50","78.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/13/2015","","","1481400537","10487.00","10487.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/11/2015","","","1481400538","147250.00","141763.54","784.30","0.00","312.91","50.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00","0.00","2208.75","0.00","0.00","0.00","0.00","380.00","275.00","795.00","0.00","395.00","0.00","10.50","75.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/11/2015","","","1481500000","10917.00","10917.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/12/2015","","","1481500001","588000.00","586749.12","0.00","0.00","1145.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/13/2015","","","1481500003","356250.00","351074.10","1136.03","0.00","653.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1781.25","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
"0","","","","02/26/2015","","","1481500005","361568.00","357143.01","1444.26","6218.63","115.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","380.00","275.00","495.00","0.00","395.00","0.00","10.50","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-4958.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100.00","100.00","0.00","0.00","0.00"
